-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 10/01/2017 through 10/01/2022 
Location: Latitude  24.9122   Longitude 66.7099 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2017,10,1,4,2.81,287.78,3.86,288.66
2017,10,1,5,2.66,283.59,3.57,284.43
2017,10,1,6,2.94,276.41,3.57,277.03
2017,10,1,7,3.52,269.36,3.83,269.65
2017,10,1,8,3.92,263.58,4.19,264.12
2017,10,1,9,4.37,260.44,4.63,261.36
2017,10,1,10,4.67,258.13,4.89,259.41
2017,10,1,11,4.97,254.5,5.22,256.07
2017,10,1,12,5.39,249.99,5.69,251.42
2017,10,1,13,5.69,245.65,6.01,246.9
2017,10,1,14,5.75,241.76,6.1,242.78
2017,10,1,15,5.72,237.09,6.13,237.75
2017,10,1,16,5.68,232.09,6.23,232.38
2017,10,1,17,5.34,227.37,6.4,227.77
2017,10,1,18,5.14,225.31,6.41,225.79
2017,10,1,19,4.72,228.42,6.2,229.04
2017,10,1,20,4.45,235.0,6.12,235.82
2017,10,1,21,4.45,240.64,6.21,241.5
2017,10,1,22,4.63,244.3,6.33,245.02
2017,10,1,23,4.72,247.09,6.46,247.77
2017,10,2,0,4.89,251.28,6.66,251.97
2017,10,2,1,4.84,254.37,6.69,255.12
2017,10,2,2,4.55,255.99,6.48,256.82
2017,10,2,3,4.1,257.34,6.07,258.18
2017,10,2,4,3.59,257.3,5.41,257.75
2017,10,2,5,3.15,252.69,4.73,252.91
2017,10,2,6,3.47,244.7,4.08,245.55
2017,10,2,7,3.41,238.97,3.68,239.79
2017,10,2,8,3.26,232.88,3.42,233.26
2017,10,2,9,3.18,225.1,3.28,225.0
2017,10,2,10,3.12,217.99,3.21,216.9
2017,10,2,11,3.37,211.44,3.43,209.19
2017,10,2,12,3.94,207.28,4.03,204.63
2017,10,2,13,4.48,204.96,4.63,202.63
2017,10,2,14,4.92,203.1,5.11,201.15
2017,10,2,15,5.3,201.27,5.56,199.71
2017,10,2,16,5.6,199.72,6.06,198.81
2017,10,2,17,5.56,198.87,6.4,198.57
2017,10,2,18,5.15,198.11,6.21,198.02
2017,10,2,19,4.48,198.4,5.68,198.68
2017,10,2,20,3.8,201.23,5.15,201.82
2017,10,2,21,3.29,207.23,4.63,207.78
2017,10,2,22,2.96,215.99,4.16,216.29
2017,10,2,23,2.67,225.95,3.7,225.86
2017,10,3,0,2.39,236.98,3.24,236.43
2017,10,3,1,2.18,245.27,2.99,244.31
2017,10,3,2,2.12,248.83,2.98,247.81
2017,10,3,3,2.1,249.27,2.9,248.54
2017,10,3,4,2.06,248.0,2.81,247.28
2017,10,3,5,2.06,246.54,2.78,245.81
2017,10,3,6,2.34,246.43,2.78,246.32
2017,10,3,7,2.45,247.28,2.61,247.27
2017,10,3,8,2.42,246.41,2.51,246.71
2017,10,3,9,2.32,244.21,2.29,244.92
2017,10,3,10,2.32,237.81,2.25,238.9
2017,10,3,11,2.83,231.17,2.74,231.01
2017,10,3,12,3.57,226.77,3.54,226.07
2017,10,3,13,4.37,225.8,4.4,225.22
2017,10,3,14,4.91,226.68,4.98,226.34
2017,10,3,15,5.13,227.59,5.24,227.42
2017,10,3,16,5.22,228.15,5.5,228.05
2017,10,3,17,5.07,227.87,5.66,227.74
2017,10,3,18,4.57,226.04,5.22,226.09
2017,10,3,19,3.8,221.92,4.56,222.08
2017,10,3,20,3.15,217.13,4.11,217.59
2017,10,3,21,2.84,215.48,3.83,215.86
2017,10,3,22,2.64,218.4,3.57,218.6
2017,10,3,23,2.47,226.8,3.26,226.75
2017,10,4,0,2.32,241.62,3.0,241.57
2017,10,4,1,2.38,258.43,3.08,258.58
2017,10,4,2,2.52,269.82,3.32,270.4
2017,10,4,3,2.6,276.04,3.53,276.98
2017,10,4,4,2.64,279.18,3.74,280.35
2017,10,4,5,2.73,279.57,3.95,281.07
2017,10,4,6,3.45,278.74,4.05,279.55
2017,10,4,7,3.62,273.46,3.91,274.13
2017,10,4,8,3.71,264.69,3.93,265.55
2017,10,4,9,3.92,257.46,4.08,258.73
2017,10,4,10,4.08,250.87,4.22,252.2
2017,10,4,11,4.42,245.43,4.52,246.49
2017,10,4,12,4.79,241.64,4.9,242.33
2017,10,4,13,4.97,240.41,5.09,241.0
2017,10,4,14,4.91,240.79,5.06,241.22
2017,10,4,15,4.7,241.31,4.89,241.59
2017,10,4,16,4.52,242.15,4.82,242.48
2017,10,4,17,4.24,242.82,4.96,243.11
2017,10,4,18,4.02,243.43,4.9,243.8
2017,10,4,19,3.61,243.82,4.65,244.55
2017,10,4,20,3.18,244.57,4.4,245.76
2017,10,4,21,2.94,248.34,4.11,249.53
2017,10,4,22,2.79,256.08,3.92,257.32
2017,10,4,23,2.74,266.4,3.88,267.46
2017,10,5,0,2.75,276.86,3.95,277.73
2017,10,5,1,2.9,284.82,4.17,285.21
2017,10,5,2,2.98,289.57,4.34,290.1
2017,10,5,3,3.01,292.57,4.39,292.96
2017,10,5,4,3.0,293.77,4.3,294.14
2017,10,5,5,2.95,293.1,4.15,293.52
2017,10,5,6,3.26,290.48,3.96,290.54
2017,10,5,7,3.33,283.45,3.6,283.67
2017,10,5,8,3.05,272.2,3.21,273.49
2017,10,5,9,2.73,259.11,2.73,261.1
2017,10,5,10,2.78,239.84,2.71,239.89
2017,10,5,11,3.4,226.3,3.35,224.43
2017,10,5,12,4.07,220.57,4.11,217.89
2017,10,5,13,4.39,220.67,4.51,217.74
2017,10,5,14,4.4,222.84,4.57,220.22
2017,10,5,15,4.28,225.0,4.52,222.76
2017,10,5,16,4.06,228.2,4.44,226.85
2017,10,5,17,3.28,234.99,4.49,234.98
2017,10,5,18,2.94,242.07,4.31,242.37
2017,10,5,19,2.67,246.74,3.98,247.61
2017,10,5,20,2.52,249.65,3.66,251.18
2017,10,5,21,2.38,253.82,3.35,255.83
2017,10,5,22,2.29,259.8,3.17,261.35
2017,10,5,23,2.29,266.87,3.14,268.01
2017,10,6,0,2.43,279.07,3.36,280.05
2017,10,6,1,2.71,291.16,3.82,291.84
2017,10,6,2,2.95,300.78,4.27,301.31
2017,10,6,3,3.1,309.38,4.57,309.65
2017,10,6,4,3.14,316.31,4.61,316.24
2017,10,6,5,3.06,322.9,4.41,322.56
2017,10,6,6,3.17,326.98,3.78,325.52
2017,10,6,7,2.81,325.78,2.97,323.76
2017,10,6,8,2.21,312.56,2.23,309.32
2017,10,6,9,1.84,257.5,1.9,250.08
2017,10,6,10,2.35,239.69,2.42,234.46
2017,10,6,11,2.83,240.53,2.91,236.4
2017,10,6,12,3.23,244.36,3.32,241.02
2017,10,6,13,3.6,248.61,3.73,246.28
2017,10,6,14,3.88,254.34,4.08,253.06
2017,10,6,15,4.01,261.6,4.31,261.14
2017,10,6,16,4.05,270.0,4.69,269.9
2017,10,6,17,3.46,278.97,5.48,277.7
2017,10,6,18,3.67,286.82,5.7,286.25
2017,10,6,19,3.56,295.16,5.46,295.43
2017,10,6,20,3.46,302.54,5.26,303.43
2017,10,6,21,3.43,307.68,5.17,309.17
2017,10,6,22,3.45,311.52,5.16,313.04
2017,10,6,23,3.52,314.82,5.23,316.21
2017,10,7,0,3.67,318.71,5.46,319.93
2017,10,7,1,3.96,322.2,5.97,322.77
2017,10,7,2,4.19,326.25,6.33,326.68
2017,10,7,3,4.19,331.0,6.32,331.34
2017,10,7,4,4.02,335.78,5.99,335.81
2017,10,7,5,3.77,339.12,5.51,338.89
2017,10,7,6,3.61,339.49,4.91,339.32
2017,10,7,7,3.7,334.46,4.13,333.1
2017,10,7,8,3.71,317.65,4.25,317.39
2017,10,7,9,3.66,302.1,4.14,303.45
2017,10,7,10,3.7,290.12,4.05,292.36
2017,10,7,11,3.96,282.2,4.3,284.84
2017,10,7,12,4.33,277.36,4.73,279.99
2017,10,7,13,4.59,275.37,5.07,277.88
2017,10,7,14,4.67,274.32,5.24,276.6
2017,10,7,15,4.64,272.7,5.27,274.51
2017,10,7,16,4.41,269.29,5.31,269.83
2017,10,7,17,3.47,263.4,5.57,264.37
2017,10,7,18,3.47,261.2,5.42,263.05
2017,10,7,19,3.38,260.95,5.12,263.25
2017,10,7,20,3.39,263.79,5.07,266.02
2017,10,7,21,3.56,271.76,5.32,273.79
2017,10,7,22,3.86,281.79,5.84,283.29
2017,10,7,23,4.11,289.54,6.18,290.66
2017,10,8,0,3.99,295.86,5.97,297.0
2017,10,8,1,3.63,302.97,5.41,304.29
2017,10,8,2,3.29,310.0,4.82,311.32
2017,10,8,3,3.04,313.96,4.29,315.07
2017,10,8,4,2.75,312.24,3.76,313.23
2017,10,8,5,2.47,304.84,3.3,305.65
2017,10,8,6,2.43,294.26,3.03,294.98
2017,10,8,7,3.1,280.18,3.35,280.21
2017,10,8,8,3.79,273.19,4.03,274.34
2017,10,8,9,3.76,273.1,3.98,275.74
2017,10,8,10,3.83,268.95,4.03,271.89
2017,10,8,11,4.21,261.13,4.4,263.68
2017,10,8,12,4.68,254.23,4.93,256.16
2017,10,8,13,4.72,248.66,4.99,250.23
2017,10,8,14,4.4,243.39,4.61,244.74
2017,10,8,15,4.07,237.38,4.31,238.04
2017,10,8,16,3.98,230.18,4.45,230.55
2017,10,8,17,3.32,224.33,4.98,226.21
2017,10,8,18,3.31,222.7,4.81,224.6
2017,10,8,19,3.04,225.63,4.39,227.6
2017,10,8,20,2.75,235.05,4.02,237.14
2017,10,8,21,2.45,247.35,3.55,249.65
2017,10,8,22,2.03,258.21,2.86,261.21
2017,10,8,23,1.45,269.69,2.01,273.34
2017,10,9,0,0.99,295.15,1.41,298.56
2017,10,9,1,1.02,329.49,1.43,330.22
2017,10,9,2,1.23,351.2,1.69,350.15
2017,10,9,3,1.34,6.38,1.8,3.98
2017,10,9,4,1.28,20.76,1.69,17.51
2017,10,9,5,1.1,38.09,1.43,33.6
2017,10,9,6,0.85,60.84,1.11,53.29
2017,10,9,7,0.7,95.77,0.71,95.71
2017,10,9,8,0.72,156.23,0.7,146.31
2017,10,9,9,0.91,166.56,0.84,147.49
2017,10,9,10,1.34,186.01,1.22,174.47
2017,10,9,11,2.28,208.5,2.15,204.98
2017,10,9,12,3.38,220.03,3.33,218.91
2017,10,9,13,4.06,224.38,4.13,223.77
2017,10,9,14,4.33,226.9,4.52,226.54
2017,10,9,15,4.55,229.94,4.91,229.97
2017,10,9,16,4.85,233.26,5.54,233.66
2017,10,9,17,4.54,236.67,5.62,237.37
2017,10,9,18,3.87,241.0,4.78,241.72
2017,10,9,19,2.98,245.52,4.06,247.48
2017,10,9,20,2.62,251.73,3.65,254.36
2017,10,9,21,2.42,262.39,3.5,265.0
2017,10,9,22,2.45,277.87,3.63,280.03
2017,10,9,23,2.68,295.52,4.02,296.66
2017,10,10,0,3.02,310.38,4.56,310.7
2017,10,10,1,3.3,321.26,5.02,321.13
2017,10,10,2,3.41,329.15,5.19,328.73
2017,10,10,3,3.37,334.92,5.08,334.42
2017,10,10,4,3.25,338.56,4.8,337.9
2017,10,10,5,3.08,339.5,4.42,339.06
2017,10,10,6,2.8,338.53,3.93,338.9
2017,10,10,7,2.71,336.54,2.9,336.19
2017,10,10,8,2.43,329.07,2.86,331.96
2017,10,10,9,2.05,332.56,2.36,339.82
2017,10,10,10,1.43,321.0,1.58,334.57
2017,10,10,11,1.42,284.65,1.35,297.9
2017,10,10,12,2.15,265.62,2.06,271.96
2017,10,10,13,3.01,264.35,3.02,268.67
2017,10,10,14,3.68,267.56,3.84,271.05
2017,10,10,15,4.13,270.22,4.51,272.48
2017,10,10,16,4.54,270.1,5.55,269.92
2017,10,10,17,4.45,270.81,6.55,270.34
2017,10,10,18,4.58,277.55,6.45,277.44
2017,10,10,19,4.11,285.2,6.03,286.09
2017,10,10,20,3.87,292.32,5.84,294.27
2017,10,10,21,3.89,300.53,5.87,302.78
2017,10,10,22,4.0,308.01,6.03,309.8
2017,10,10,23,4.06,313.83,6.16,314.85
2017,10,11,0,4.13,318.6,6.31,318.81
2017,10,11,1,3.99,326.5,6.11,326.31
2017,10,11,2,3.93,335.17,6.04,334.33
2017,10,11,3,4.06,338.92,6.17,338.44
2017,10,11,4,3.98,342.99,5.96,342.78
2017,10,11,5,3.88,346.83,5.69,346.57
2017,10,11,6,3.63,349.2,5.37,349.1
2017,10,11,7,3.85,348.42,4.27,347.95
2017,10,11,8,3.08,336.1,3.51,336.35
2017,10,11,9,2.75,324.24,3.13,327.54
2017,10,11,10,2.45,307.6,2.85,312.12
2017,10,11,11,2.61,289.57,3.1,294.43
2017,10,11,12,3.1,276.8,3.66,281.21
2017,10,11,13,3.74,271.55,4.42,274.97
2017,10,11,14,4.33,270.31,5.09,273.08
2017,10,11,15,4.88,269.82,5.68,271.5
2017,10,11,16,5.11,269.12,6.42,268.95
2017,10,11,17,4.56,271.08,6.97,270.64
2017,10,11,18,4.71,277.82,6.87,277.78
2017,10,11,19,4.27,285.48,6.43,286.74
2017,10,11,20,3.96,294.34,6.05,296.8
2017,10,11,21,3.91,305.31,5.93,307.94
2017,10,11,22,4.01,316.03,6.09,318.07
2017,10,11,23,4.05,325.45,6.16,326.59
2017,10,12,0,4.11,331.39,6.27,331.68
2017,10,12,1,4.12,333.39,6.19,334.02
2017,10,12,2,3.95,336.68,5.82,337.43
2017,10,12,3,3.75,340.55,5.39,341.33
2017,10,12,4,3.51,345.31,4.91,346.01
2017,10,12,5,3.22,350.35,4.38,351.08
2017,10,12,6,2.69,354.34,3.83,355.08
2017,10,12,7,2.58,357.4,2.84,357.32
2017,10,12,8,1.83,343.65,2.09,344.35
2017,10,12,9,1.73,341.81,2.0,349.44
2017,10,12,10,1.39,338.62,1.64,349.82
2017,10,12,11,1.19,319.52,1.44,330.37
2017,10,12,12,1.43,295.87,1.66,305.63
2017,10,12,13,2.07,281.99,2.37,287.66
2017,10,12,14,2.83,275.71,3.32,279.22
2017,10,12,15,3.63,273.33,4.15,275.51
2017,10,12,16,3.9,270.69,5.3,270.76
2017,10,12,17,3.98,271.01,6.35,271.06
2017,10,12,18,4.0,275.83,6.33,276.31
2017,10,12,19,3.73,282.2,5.69,283.65
2017,10,12,20,3.49,290.47,5.2,292.52
2017,10,12,21,3.44,299.42,5.07,301.39
2017,10,12,22,3.41,305.4,5.05,307.01
2017,10,12,23,3.26,308.38,4.83,309.69
2017,10,13,0,3.05,309.49,4.44,310.44
2017,10,13,1,2.86,312.45,4.05,312.89
2017,10,13,2,2.69,317.47,3.74,317.45
2017,10,13,3,2.55,322.22,3.47,321.94
2017,10,13,4,2.3,327.6,3.06,327.53
2017,10,13,5,2.02,330.26,2.63,330.09
2017,10,13,6,1.63,329.13,2.19,328.69
2017,10,13,7,1.39,310.43,1.55,310.7
2017,10,13,8,2.06,272.83,2.39,275.64
2017,10,13,9,2.91,262.44,3.28,266.72
2017,10,13,10,3.66,259.55,4.06,263.26
2017,10,13,11,4.25,256.3,4.67,259.78
2017,10,13,12,4.77,253.23,5.2,256.44
2017,10,13,13,5.0,250.09,5.46,252.76
2017,10,13,14,5.04,246.7,5.49,248.91
2017,10,13,15,5.05,241.77,5.59,243.26
2017,10,13,16,5.11,233.83,5.93,234.28
2017,10,13,17,4.41,225.57,6.07,226.04
2017,10,13,18,4.16,220.43,5.77,220.44
2017,10,13,19,3.53,218.98,5.12,218.69
2017,10,13,20,2.9,223.47,4.27,222.77
2017,10,13,21,2.4,233.06,3.38,232.52
2017,10,13,22,1.99,235.87,2.68,236.54
2017,10,13,23,1.81,224.3,2.36,225.4
2017,10,14,0,1.94,212.03,2.5,212.75
2017,10,14,1,2.2,210.48,2.85,211.07
2017,10,14,2,2.36,217.06,3.07,217.45
2017,10,14,3,2.37,227.27,3.09,227.77
2017,10,14,4,2.34,238.91,3.05,239.24
2017,10,14,5,2.29,249.03,2.98,249.15
2017,10,14,6,2.22,255.96,2.9,255.63
2017,10,14,7,2.66,258.46,2.9,258.66
2017,10,14,8,2.74,258.31,2.93,259.56
2017,10,14,9,2.54,262.39,2.68,265.82
2017,10,14,10,2.28,266.86,2.34,273.25
2017,10,14,11,2.26,263.46,2.23,271.61
2017,10,14,12,2.51,253.2,2.4,260.26
2017,10,14,13,2.84,241.96,2.72,246.61
2017,10,14,14,3.1,228.88,3.02,230.78
2017,10,14,15,3.43,213.87,3.53,213.55
2017,10,14,16,4.16,202.08,4.93,202.54
2017,10,14,17,4.69,197.56,6.19,199.01
2017,10,14,18,4.92,194.54,6.19,195.14
2017,10,14,19,4.44,193.33,5.69,193.41
2017,10,14,20,3.7,195.56,5.1,195.66
2017,10,14,21,3.03,197.27,4.39,198.56
2017,10,14,22,2.63,196.72,3.7,198.86
2017,10,14,23,2.34,194.13,3.07,196.27
2017,10,15,0,1.94,192.08,2.46,194.17
2017,10,15,1,1.67,189.68,2.1,191.39
2017,10,15,2,1.54,187.59,1.91,189.19
2017,10,15,3,1.47,189.81,1.83,191.6
2017,10,15,4,1.47,195.07,1.85,196.68
2017,10,15,5,1.55,198.53,1.96,200.02
2017,10,15,6,1.72,200.74,2.17,201.95
2017,10,15,7,2.25,210.66,2.47,211.68
2017,10,15,8,2.53,221.62,2.71,221.84
2017,10,15,9,2.83,229.48,3.01,229.74
2017,10,15,10,2.98,237.18,3.13,238.06
2017,10,15,11,3.03,244.03,3.13,245.8
2017,10,15,12,3.21,243.25,3.27,245.27
2017,10,15,13,3.48,235.81,3.53,237.3
2017,10,15,14,3.75,227.36,3.81,228.16
2017,10,15,15,4.02,220.28,4.18,220.53
2017,10,15,16,4.45,213.61,5.0,213.67
2017,10,15,17,4.64,208.38,5.86,209.02
2017,10,15,18,4.62,206.52,5.79,206.7
2017,10,15,19,3.81,207.98,5.05,208.23
2017,10,15,20,2.88,210.25,4.22,211.51
2017,10,15,21,2.49,209.14,3.62,210.94
2017,10,15,22,2.36,203.85,3.27,205.59
2017,10,15,23,2.2,200.37,2.96,201.49
2017,10,16,0,1.91,200.89,2.49,201.5
2017,10,16,1,1.65,207.42,2.12,207.6
2017,10,16,2,1.5,218.66,1.91,218.18
2017,10,16,3,1.4,229.99,1.75,228.43
2017,10,16,4,1.29,239.39,1.61,237.32
2017,10,16,5,1.14,247.47,1.42,244.14
2017,10,16,6,0.98,252.43,1.2,249.1
2017,10,16,7,1.0,261.42,1.05,260.54
2017,10,16,8,0.86,260.62,0.85,260.97
2017,10,16,9,0.89,237.14,0.85,235.87
2017,10,16,10,1.38,219.27,1.27,216.52
2017,10,16,11,1.97,212.68,1.88,209.01
2017,10,16,12,2.62,214.07,2.56,211.02
2017,10,16,13,3.13,217.59,3.1,215.05
2017,10,16,14,3.38,219.47,3.38,217.4
2017,10,16,15,3.54,219.27,3.63,217.73
2017,10,16,16,3.9,217.76,4.38,217.54
2017,10,16,17,4.08,216.43,5.24,217.55
2017,10,16,18,4.07,213.57,5.02,214.16
2017,10,16,19,3.46,208.13,4.58,208.88
2017,10,16,20,3.01,205.5,4.23,206.42
2017,10,16,21,2.61,207.64,3.75,209.29
2017,10,16,22,2.17,213.12,3.1,216.18
2017,10,16,23,1.73,221.89,2.38,225.13
2017,10,17,0,1.25,232.84,1.69,237.04
2017,10,17,1,0.83,242.47,1.11,247.75
2017,10,17,2,0.48,238.88,0.64,246.25
2017,10,17,3,0.26,192.34,0.3,206.57
2017,10,17,4,0.43,140.19,0.46,140.57
2017,10,17,5,0.67,128.87,0.75,128.66
2017,10,17,6,0.83,127.3,0.93,127.83
2017,10,17,7,0.85,134.26,0.9,136.05
2017,10,17,8,0.74,158.31,0.77,156.57
2017,10,17,9,0.83,186.46,0.8,178.88
2017,10,17,10,1.11,202.4,0.96,195.05
2017,10,17,11,1.47,221.56,1.24,220.41
2017,10,17,12,2.05,232.6,1.81,234.32
2017,10,17,13,2.7,235.02,2.51,236.56
2017,10,17,14,3.32,234.67,3.23,235.54
2017,10,17,15,3.93,234.54,4.08,235.06
2017,10,17,16,4.78,234.98,5.51,235.27
2017,10,17,17,5.21,235.76,6.35,236.04
2017,10,17,18,4.86,234.88,5.79,235.0
2017,10,17,19,3.92,229.29,5.01,229.75
2017,10,17,20,3.18,220.62,4.57,222.02
2017,10,17,21,2.9,215.14,4.23,216.66
2017,10,17,22,2.61,216.12,3.66,217.11
2017,10,17,23,2.19,225.72,2.96,226.39
2017,10,18,0,1.87,245.79,2.46,245.96
2017,10,18,1,1.83,269.02,2.4,268.69
2017,10,18,2,1.94,285.44,2.53,284.68
2017,10,18,3,1.98,297.47,2.59,296.72
2017,10,18,4,1.95,306.18,2.53,305.31
2017,10,18,5,1.83,313.1,2.35,312.44
2017,10,18,6,1.66,315.95,2.09,315.0
2017,10,18,7,1.58,307.15,1.7,304.35
2017,10,18,8,1.41,283.5,1.5,282.37
2017,10,18,9,1.74,252.46,1.82,252.03
2017,10,18,10,2.18,239.11,2.13,239.4
2017,10,18,11,2.62,237.54,2.54,238.07
2017,10,18,12,3.16,237.72,3.12,238.1
2017,10,18,13,3.76,238.16,3.75,238.36
2017,10,18,14,4.17,239.11,4.2,239.38
2017,10,18,15,4.37,239.63,4.55,239.83
2017,10,18,16,4.65,239.86,5.26,239.97
2017,10,18,17,4.53,240.78,5.85,241.28
2017,10,18,18,4.31,241.62,5.51,242.13
2017,10,18,19,3.54,240.04,4.97,241.74
2017,10,18,20,3.1,240.08,4.58,242.69
2017,10,18,21,2.96,246.01,4.21,248.1
2017,10,18,22,2.87,258.23,3.98,259.84
2017,10,18,23,2.83,270.79,3.92,272.29
2017,10,19,0,2.74,278.52,3.78,280.01
2017,10,19,1,2.7,280.33,3.71,281.66
2017,10,19,2,2.75,278.18,3.75,279.6
2017,10,19,3,2.82,275.73,3.83,277.04
2017,10,19,4,2.89,274.82,3.89,275.88
2017,10,19,5,2.93,275.66,3.93,276.74
2017,10,19,6,2.94,278.11,3.96,278.96
2017,10,19,7,3.49,279.65,3.89,279.01
2017,10,19,8,3.38,275.97,3.68,275.24
2017,10,19,9,3.41,263.95,3.72,262.76
2017,10,19,10,3.5,253.39,3.73,253.08
2017,10,19,11,3.56,250.09,3.74,250.35
2017,10,19,12,3.73,248.0,3.9,248.26
2017,10,19,13,3.89,245.18,4.06,245.31
2017,10,19,14,3.96,242.02,4.13,242.27
2017,10,19,15,3.97,240.1,4.18,240.32
2017,10,19,16,4.01,239.59,4.59,239.99
2017,10,19,17,3.49,241.54,5.24,243.24
2017,10,19,18,3.48,248.15,5.15,249.94
2017,10,19,19,3.42,258.82,5.08,260.71
2017,10,19,20,3.66,271.84,5.46,273.61
2017,10,19,21,4.0,282.76,5.97,284.4
2017,10,19,22,4.14,288.95,6.18,290.56
2017,10,19,23,4.05,290.67,6.07,292.38
2017,10,20,0,3.93,290.38,5.88,292.27
2017,10,20,1,3.88,290.0,5.76,291.83
2017,10,20,2,3.83,289.91,5.62,291.61
2017,10,20,3,3.67,290.83,5.31,292.22
2017,10,20,4,3.4,292.73,4.8,293.6
2017,10,20,5,3.05,296.11,4.16,296.42
2017,10,20,6,2.59,299.9,3.49,299.67
2017,10,20,7,2.49,296.08,2.75,294.16
2017,10,20,8,2.36,277.41,2.6,276.38
2017,10,20,9,2.81,258.28,3.05,258.63
2017,10,20,10,3.35,244.87,3.6,245.94
2017,10,20,11,3.92,238.68,4.19,239.37
2017,10,20,12,4.43,236.0,4.76,236.44
2017,10,20,13,4.83,234.69,5.22,235.05
2017,10,20,14,5.02,235.02,5.45,235.4
2017,10,20,15,5.01,236.06,5.53,236.53
2017,10,20,16,4.75,237.15,5.57,237.6
2017,10,20,17,3.75,238.73,5.52,239.73
2017,10,20,18,3.48,242.46,5.15,243.71
2017,10,20,19,3.32,247.42,4.81,248.77
2017,10,20,20,3.26,254.13,4.58,255.49
2017,10,20,21,3.17,262.21,4.39,263.46
2017,10,20,22,3.06,269.71,4.22,270.95
2017,10,20,23,2.94,275.79,4.04,277.11
2017,10,21,0,2.82,280.69,3.87,282.01
2017,10,21,1,2.77,284.04,3.78,285.33
2017,10,21,2,2.74,285.7,3.74,286.88
2017,10,21,3,2.7,285.24,3.68,286.4
2017,10,21,4,2.62,283.08,3.55,284.28
2017,10,21,5,2.49,279.37,3.33,280.68
2017,10,21,6,2.24,273.2,3.09,274.93
2017,10,21,7,2.62,261.6,2.92,261.37
2017,10,21,8,2.84,247.38,3.06,247.63
2017,10,21,9,3.19,237.91,3.33,238.44
2017,10,21,10,3.6,232.86,3.79,233.46
2017,10,21,11,4.2,232.02,4.43,232.24
2017,10,21,12,4.81,232.85,5.12,233.01
2017,10,21,13,5.2,236.02,5.56,236.22
2017,10,21,14,5.28,239.68,5.68,240.12
2017,10,21,15,5.23,243.59,5.69,244.1
2017,10,21,16,5.04,248.17,5.76,248.42
2017,10,21,17,3.99,253.38,5.95,252.73
2017,10,21,18,4.01,257.4,6.06,257.11
2017,10,21,19,4.13,259.09,6.17,259.27
2017,10,21,20,4.39,261.31,6.53,261.74
2017,10,21,21,4.67,265.59,6.98,266.28
2017,10,21,22,4.81,268.98,7.23,269.94
2017,10,21,23,4.84,268.71,7.27,270.0
2017,10,22,0,4.92,267.45,7.33,268.72
2017,10,22,1,5.1,267.8,7.57,268.7
2017,10,22,2,5.31,270.42,7.92,270.9
2017,10,22,3,5.44,274.28,8.13,274.41
2017,10,22,4,5.43,277.86,8.06,277.63
2017,10,22,5,5.27,280.76,7.82,280.37
2017,10,22,6,5.52,283.43,7.43,283.0
2017,10,22,7,6.37,284.21,7.32,284.15
2017,10,22,8,6.75,282.78,7.57,283.06
2017,10,22,9,7.03,281.53,7.84,282.55
2017,10,22,10,7.2,281.07,8.04,283.04
2017,10,22,11,7.32,277.3,8.2,279.77
2017,10,22,12,7.65,271.46,8.58,273.97
2017,10,22,13,8.1,266.46,9.06,268.76
2017,10,22,14,8.42,262.97,9.43,264.82
2017,10,22,15,8.54,260.0,9.66,261.06
2017,10,22,16,8.25,257.58,9.56,258.02
2017,10,22,17,7.25,254.89,9.03,255.22
2017,10,22,18,6.81,253.68,8.77,253.92
2017,10,22,19,6.47,255.88,8.6,256.06
2017,10,22,20,6.15,260.2,8.48,260.56
2017,10,22,21,5.95,265.18,8.45,265.65
2017,10,22,22,5.86,270.69,8.46,271.22
2017,10,22,23,5.97,275.26,8.53,275.62
2017,10,23,0,6.04,278.4,8.55,278.62
2017,10,23,1,6.05,279.51,8.57,279.66
2017,10,23,2,5.94,279.92,8.5,279.95
2017,10,23,3,5.86,280.76,8.47,280.79
2017,10,23,4,5.75,282.15,8.35,282.2
2017,10,23,5,5.51,283.19,8.04,283.25
2017,10,23,6,5.77,282.98,7.53,283.13
2017,10,23,7,6.33,281.1,7.24,281.26
2017,10,23,8,6.29,276.35,7.0,276.92
2017,10,23,9,6.34,270.92,6.97,271.99
2017,10,23,10,6.51,266.97,7.1,268.61
2017,10,23,11,6.75,263.29,7.33,265.35
2017,10,23,12,7.1,259.35,7.69,261.41
2017,10,23,13,7.38,257.83,7.99,259.69
2017,10,23,14,7.35,258.09,8.0,259.71
2017,10,23,15,7.21,258.25,8.0,259.36
2017,10,23,16,6.88,258.06,7.85,258.63
2017,10,23,17,5.79,256.83,7.3,257.2
2017,10,23,18,5.02,255.94,6.87,256.33
2017,10,23,19,4.5,255.82,6.58,256.05
2017,10,23,20,4.22,257.07,6.29,257.29
2017,10,23,21,4.09,260.66,6.05,261.09
